

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
096.249  000.019  000.019: require('luasnip.util.dict')
096.495  000.223  000.223: require('luasnip.util.jsregexp')
096.497  000.247  000.023: require('luasnip.nodes.util.trig_engines')
096.535  000.568  000.100: require('luasnip.nodes.snippet')
096.537  000.606  000.037: require('luasnip.nodes.duplicate')
096.539  000.626  000.020: require('luasnip.loaders.snippet_cache')
096.545  000.663  000.037: require('luasnip.loaders.from_snipmate')
096.688  000.095  000.095: require('luasnip.util.jsonc')
096.694  000.147  000.052: require('luasnip.loaders.from_vscode')
096.857  000.033  000.033: require('vim.uri')
098.832  000.126  000.126: sourcing /home/beicker/.local/share/nvim/lazy/vim-godot/syntax/gdscript.vim
098.961  000.005  000.005: sourcing /home/beicker/.local/share/bob/v0.9.1/nvim-linux64/share/nvim/runtime/syntax/gdscript.vim
099.485  000.104  000.104: sourcing /home/beicker/.local/share/nvim/lazy/vim-godot/syntax/gdscript.vim
099.600  000.005  000.005: sourcing /home/beicker/.local/share/bob/v0.9.1/nvim-linux64/share/nvim/runtime/syntax/gdscript.vim
100.604  000.053  000.053: sourcing /home/beicker/.local/share/nvim/lazy/vim-signify/autoload/sy.vim
100.787  000.065  000.065: sourcing /home/beicker/.local/share/nvim/lazy/vim-signify/autoload/sy/util.vim
101.304  000.391  000.391: sourcing /home/beicker/.local/share/nvim/lazy/vim-signify/autoload/sy/repo.vim
102.700  000.102  000.102: require('editorconfig')
103.217  053.021: opening buffers
103.301  000.083: BufEnter autocommands
103.303  000.002: editing files in windows
103.379  000.076: VimEnter autocommands
103.414  000.035: UIEnter autocommands
103.415  000.001: before starting main loop
122.012  002.140  002.140: sourcing /home/beicker/.local/share/nvim/lazy/vim-fugitive/autoload/fugitive.vim
122.312  000.093  000.093: sourcing /home/beicker/.local/share/nvim/lazy/vim-airline/autoload/airline/async.vim
124.869  019.221: first screen update
124.872  000.004: --- NVIM STARTED ---


times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines

000.017  000.017: --- NVIM STARTING ---
000.139  000.122: event init
000.290  000.151: early init
000.375  000.085: locale set
000.442  000.067: init first window
000.967  000.525: inits 1
000.980  000.013: window checked
001.073  000.093: parsing arguments
001.973  000.150  000.150: require('vim.shared')
002.188  000.081  000.081: require('vim._meta')
002.192  000.213  000.131: require('vim._editor')
002.194  000.443  000.081: require('vim._init_packages')
002.198  000.681: init lua interpreter
002.879  000.681: expanding arguments
002.907  000.028: inits 2
003.118  000.211: init highlight
